        x         y   Spec Type
-5   .613    -8.158         m6v

9.    401    -6.728         m3v

-2   3.72      7.74         t2v

-2   .986    -7.766         m6v

12   .507    18.233         m9v

7.    474    -5.065         t5v

18   .374    -22.04         m6v

12   .742     9.859         l9v

-2  1.651     3.241         m6v

-2   .484    -2.949         k9v

0.    193     1.232         t5v

13   .491    -1.251         m6v

1.    413    -1.661         t9v

0.    497     9.279         t9v

6.     71    12.226         m4v

-7    .49     0.059         m6v

-1   4.25     8.471         m6v

7.    316     -4.97         l3v

-1  4.344    -3.391         m7v

-2    .19     7.262         l8v

-1   1.89     4.911         m7v

-8   .022      1.64         m7v

7.    808     1.639         k9v

7.    292     4.103         m6v

5.    079    -3.036         m6v

6.     47    -8.225         m6v

-2  0.085     4.771         t4v

0.    151    17.616         g6v

8.    647     1.434         m6v

6.    411    -4.877         t9v

-1   .353     1.418         m8v

12    .63    -1.484         g7v

-8   .221   -13.671         t9v

-6    .93     9.882         t9v

-6   .019     1.484         t9v

-4   .778     5.706         m7v

-2   .723     5.979         t9v

-6   .027     9.059         m5v

-1  1.443     1.764         t3v

12   .785    -6.672         m7v

-6   .708    16.206         t2v

-5   .852    -4.862         m8v

-8   .841    -9.135         m6v

-1  9.211    -8.984         m6v

-1  5.509     0.948         t9v

-1  3.137    12.816         m6v

0.    549    -6.897         m6v

4.    111     8.432         t9v

3.    929    -7.447         m7v

1.    061    11.291         l9v

17   .732     9.235         m7v

-4   .565   -22.442         m6v

-2  1.085     1.032         k5v

-1  1.706   -10.769         t9v

-1  9.024    -2.826         m6v

2.      2     2.003         l3v

-9   .636    -4.919         k4v

14   .035    -6.367         b5v

12   .117    -3.483         k8v

-1   .818       8.4         a6v

-1   3.05     6.626         t5v

13   .684    -0.324         t9v

13   .253    -9.234         k1v

-1  6.799     5.806         m7v

2.    967    -12.74         l1v

3.    483    -0.562         m6v

12   .233     0.799         t6v

5.    632    15.113         l5v

-4    .81     4.221         m6v

7.    511    -0.849         m7v

6.    069    -7.756         t9v

4.    177    -2.609         m0v

16   .588     -4.27         l8v

-1  6.342    -1.169         g2v

9.    886   -10.473         t9v

-0   .691    -13.68         m6v

2.    712    -2.096         g2v

-1  2.672    -9.157         t9v

14   .993    -4.337         m6v

9.    933    -7.455         g9v

8.    771    -2.256         m7v

-3   .645   -14.075         t9v

5.    941    -9.451         t9v

-3   .415     6.893         m1v

-1   .183    -5.078         m5v

11   .744    -1.798         m6v

-5   .052    18.069         m9v

-4   .198      0.59         m6v

1.    019     -7.54         m1v

-2   .002     4.676         m6v

1.    938    -6.815         k7v

-1   .327      5.61         k3v

21   .878     6.668         k8v

-1  0.293    -1.658         t9v

2.    079    -7.171         l0v

5.    875    -3.987         k7v

3.    696     5.248         t9v

1.    565     3.519         t9v

6.    915    -5.844         m6v

12   .532     15.28         g1v

2.    459    -5.489         m6v

-7   .967     0.798         g0v

15    .62    -1.448         m6v

4.    196     5.879         t9v

-9   .461   -12.751         l9v

1.    029   -10.838         l5v

4.    055    16.649         l2v

1.    167    -3.341         t9v

9.    671     9.696         l5v

0.    825     2.239         m0v

3.    645    -2.019         t9v

2.    737     0.744         m7v

2.    826    -4.578         m7v

12   .223     -4.44         k1v

16   .049    -0.839         m5v

-1   1.16    -6.562         t9v

10   .762     2.859         t9v

9.     68    -18.83         m7v

-3  0.005     7.993         m7v

11   .193    -6.516         m5v

-9     .4     0.121         k8v

-1   .507    11.447         m3v

-7   .173      5.34         m6v

-4   .827     3.227         m7v

-1  9.724     6.684         m3v

0.    797   -12.172         m6v

6.    499     4.392         l6v

-1  3.318     3.423         l7v

1.    644     1.695         t9v

-1  0.152     2.878         m6v

-1  2.587    -5.526         m7v

-6   .042   -14.575         l1v

-0   .036    -7.293         t9v

-1  0.207     5.924         m6v

-2   .775    -8.484         m7v

-5   .816    -2.117         t9v

-2   .378     -5.35         m6v

-1  0.621    -5.881         m7v

21   .184     2.218         l5v

3.    905     5.682         m4v

24   .265     2.436         m4v

-0   .654     1.297         t9v

12   .437    16.042         t9v

-8   .789    -7.965         t9v

7.    521     1.345         b5v

-2  0.716    11.774         m5v

-2  1.941   -11.175         g8v

19   .344    20.999         g7v

3.    043     8.834         o9v

-7   .496     3.654         m6v

-6   .106     5.733         t9v

18   .403    -5.439         m6v

-4   .178     1.349         t9v

-9   .191    -1.657         m6v

14   .781     4.989         k8v

14   .899     0.978         k3v

-8   .529     1.159         k4v

5.    622    -6.699         m2v

6.    713     2.906         t9v

-1  1.454    19.185         t0v

19   .117     0.713         t9v

-1  1.089    -3.348         m6v

-3    .71    -3.318         l7v

-4   .277   -10.064         t9v

5.    928   -24.231         t9v

-5   .971    -2.975         o9v

-7   .159     5.925         b5v

-0   .872    13.484         t2v

-0   .715    -4.395         m6v

-1  0.543    -8.407         t9v

-1  1.157    16.669         k8v

-0   .708    14.306         l0v

20   .254   -18.849         l7v

1.    301   -17.593         m6v

4.     25   -11.654         m7v

-5   .181   -17.821         m9v

4.    729    -2.946         t9v

-4   .806    -14.98         m6v

-1  3.276     3.711         m7v

-6   .854    -8.955         b7v

3.    399   -12.922         t9v

-5   .896     5.749         m9v

8.    303    23.192         a0v

-2    .83    -11.57         g5v

-2   .301    -2.442         f1v

7.    258     1.406         l6v

-1  4.471     1.528         m7v

-3   .266     7.523         m6v

0.    538     5.112         t9v

-3   .075     7.466         k8v

-7   .939   -17.594         m6v

4.    001    16.466         t9v

8.    708    10.096         m7v

9.    653   -13.469         m6v

-1  1.541     3.333         m6v

-1  5.039    -7.277         t9v

-1  3.427      -2.2         t9v

-1  6.221    -3.267         t2v

-1  0.884   -20.068         m4v

9.    813   -14.784         l4v

1.    901     1.948         t1v

-1   .792     2.503         m6v

-5   .414   -10.395         l3v

4.     86      -6.3         g1v

0.    902    22.222         m6v

-2   .307    -6.329         m6v

6.    994     4.919         k4v

9.    681     0.797         m7v

1.    866    -6.336         m7v

-7   .902    -8.751         t9v

-0   .071   -14.191         m7v

-1  4.402    -4.197         m9v

-1     .2   -13.915         m6v

-1  1.075    13.775         t9v

15   .826   -24.701         m6v

-1  2.741     10.01         t9v

-9   .413    16.686         g4v

-5   .687   -13.908         m6v

4.    173   -11.474         m1v

-2   .053     2.104         m6v

-4   .718     2.987         m6v

3.      3   -27.075         t9v

-3   .206     8.799         t9v

1.    346     8.668         t9v

-6   .051    22.359         m6v

4.    483    -4.385         m6v

-1  2.635     9.076         m6v

-8    .19    18.791         t9v

15   .969    11.033         a8v

9.    513    -3.065         g6v

-4   .261    -1.495         m6v

-1  6.419     3.679         m6v

-7   .458    -9.925         m8v

11   .828     9.339         m6v

2.    361   -18.622         m6v

14   .328   -10.189         t9v

2.    882   -18.134         g7v

8.    176   -11.194         l6v

4.    717     8.047         g3v

-1   2.01    19.981         m6v

10   .371     0.426         m7v

-3   .689    -5.592         m6v

-1  2.987     0.239         m1v

9.    127    -6.915         t9v

7.    578     2.445         m5v

24   .453   -22.419         m6v

3.    394    -5.669         m1v

5.    011    -3.835         t9v

-3   .706    -7.163         a6v

-2   .192   -11.528         m6v

2.    235    -0.049         l0v

7.    116     8.772         a3v

26   .267      2.07         m9v

15   .743    -2.643         l3v

14   .603   -10.239         m7v

1.    155     2.244         m8v

-1  0.088     -4.61         m8v

14   .721     3.278         m1v

-1  5.781    -1.522         m7v

-0   .914       0.4         m2v

-0   .148    13.564         m7v

12   .131    18.782         m7v

-1  6.553     0.885         m7v

6.    856     6.297         f4v

0.    207    11.175         f7v

11   .837     5.897         m6v

-8   .903    13.413         m6v

-1  5.041     0.902         t0v

-1  3.028    16.142         m7v

-1   9.38     7.894         m8v

-4   .517     3.326         m7v

-1  7.553    10.759         m6v

-1  2.766   -15.857         m6v

-0   .485   -12.432         m7v

13   .369     1.164         m6v

7.    009    -4.749         t9v

0.     28    -1.618         t9v

10   .307     4.753         g1v

-1  3.596    -4.058         g4v

6.    831     10.83         t0v

7.    517     4.781         t9v

2.    924    12.227         m6v

7.    058      -9.4         m6v

0.    727     2.049         m0v

-3   .608     5.654         l3v

5.    937     0.049         m5v

-3    .45    18.656         l3v

-1   .124     17.59         b7v

1.    383     1.626         m5v

-1  6.571     5.626         m7v

0.    138    21.212         t9v

-1  2.127     2.721         m3v

-7   .742    -7.445         k1v

8.    149   -27.557         g6v

-1  5.007    -3.687         t9v

-1   .268    12.175         t9v

2.    539     7.641         t3v

-6   .121     3.082         t9v

-6   .773    -2.564         t9v

3.    052    -6.267         m8v

-3   .521    -6.868         l4v

8.    539      4.57         l3v

-6   .313   -17.335         m6v

4.    632    12.824         t1v

-2   .841    -16.18         t9v

-1   .954     9.523         t9v

3.    969     3.056         m4v

-9   .056    -1.423         l8v

-5   .482     5.214         t9v

-1  2.589   -17.459         m6v

0.     83     5.394         m6v

2.    134     0.957         m6v

-2  1.001   -11.851         t9v

-1  3.789    -6.984         t9v

3.    911    -3.635         k5v

-5   .499    -4.905         m6v

17   .036    -3.543         m7v

-2   .964    10.302         m7v

-1  1.402   -22.384         t2v

17   .633     9.686         t9v

-1  1.966     -6.48         m7v

16    .37     3.943         b3v

-1   1.07     -6.84         t9v

-1  2.642     4.591         t7v

9.    385    24.278         m6v

9.     73    13.275         m9v

-6   .467     7.901         m9v

-7   .293     4.086         m8v

-1  7.096    -3.535         k8v

3.    537    12.198         k5v

-2  0.141     5.555         b6v

12   .489    -2.307         g7v

-9   .199     1.306         t9v

1.    284    -4.339         m6v

-3   .041     0.968         m7v

-1  1.898    12.133         m6v

1.    902     -1.47         f3v

-9   .315    -6.758         m8v

9.    337    -7.873         m8v

-6   .599     5.043         b2v

1.    153     8.877         g9v

24   .369     7.067         m7v

1.    212     7.389         t9v

0.    342     6.235         m8v

20   .966     0.509         m7v

-1  7.551     -14.0         a3v

-4   .233    -2.224         f9v

12    .12     2.547         m6v

3.    192    -1.448         t9v

1.    188    -5.619         t9v

-1  1.011    10.289         l6v

-1  6.734    -5.921         m7v

11   .472     2.722         m4v

0.    442    14.118         k1v

-3    .48     4.455         t9v

-1  8.087   -14.691         m2v

-1   5.43    -6.621         t5v

18    .08     6.715         t9v

2.    986   -12.041         t2v

3.     69    -1.404         m2v

-1   .426     6.504         l2v

-1  0.275    -9.077         t0v

7.    761     3.322         t7v

12   .726   -15.154         t9v

6.    999    10.151         m5v

-3   .838   -15.402         m7v

1.     22     7.761         m6v

1.    609   -11.413         m6v

-1  6.772     6.011         t9v

-3   .809     3.358         g9v

18    .68     5.117         k7v

-4   .782   -17.358         k1v

3.    686    11.603         m6v

-2   .937    -1.028         m4v

-2   .971    -7.746         m9v

-7   .856    -11.16         t9v

0.     45     9.296         m1v

20   .329   -18.994         m6v

14   .088    13.823         m6v

13   .062     4.254         m6v

-1  1.074    16.033         k5v

-2  5.363     4.766         m7v

-0     .5      5.88         m7v

-2  5.225     -0.87         m6v

-1   4.58    -3.354         l8v

3.      6    -3.626         t9v

5.    759     4.529         l2v

15   .867   -28.783         t9v

-5   .798     5.856         m8v

5.    342    16.971         m4v

-3   .813    11.469         t9v

-2   .307    -1.958         t9v

5.    749    -0.853         f0v

6.    854    18.442         m6v

15   .572   -10.033         l1v

0.    208      2.97         k9v

-1  7.344    -2.819         l3v

8.    452    -4.104         t9v

-1   .953      3.78         m7v

6.    784    -7.206         m6v

-3   .794    -2.942         m0v

10   .132    -9.989         a8v

5.    672     2.226         k3v

-2  4.363    -0.388         t9v

-9   .159    -0.285         m7v

-1  1.125     6.152         t9v

4.     37     3.139         m7v

15   .006    -0.423         m7v

2.    457    14.482         t9v

6.    109     8.084         m6v

10   .702    -5.228         t9v

0.    982   -16.343         k6v

20   .521     7.408         l8v

13   .186    -8.532         t9v

-3   .961      0.78         k6v

-1  3.239    23.333         t9v

-3   .074     1.332         t9v

-1  3.518    -5.806         m6v

-4   .803     2.459         m6v

6.    965    -2.687         g7v

-1  0.899     5.586         m7v

-2   .798   -10.295         m8v

-4   .672   -13.725         t9v

5.    001    -3.564         m6v

11   .902    -1.604         t9v

-4   .035      9.33         m7v

15   .539    11.797         m6v

-2    .77    -1.454         g7v

-9   .676     -5.95         f0v

5.    716     7.631         m7v

-9    .35    -0.929         t9v

8.     72    -7.667         m6v

12   .612    20.589         m6v

5.    432    11.306         m6v

-1     .2     5.442         t9v

-3    .79   -18.961         m7v

0.     21     1.521         f6v

7.    909    10.009         t5v

-1  3.769     -2.24         m7v

-8   .176    -5.063         b1v

9.    507    -5.779         g2v

11   .228    -2.115         t9v

2.    279     4.387         m6v
